"company_number","index_membership","se_code","name"
11246,0,"GLPETRQ","Global Petroleum Ltd"
11247,0,"FORVPL","Forbes Ventures plc"
11248,0,"ARDNA 3","Ardana plc"
11249,0,"ACCGP H","Accuma Group plc"
11250,0,"INCUPLD","In Cup Plus plc"
11251,0,"ALTENG5","Altona Energy plc"
11252,0,"BRBRR 7","Braemore Resources plc"
11253,0,"AXISMOF","AxisMobile plc"
11254,0,"PERCA J","Perspective Capital plc"
11255,0,"REGENGQ","Regenesis Group plc"
11256,0,"BRMGP S","Brooks Macdonald Group"
11257,0,"FIBRE J","FibreGen plc"
11258,0,"FRFRESL","Frontera Resources Corpn"
11259,0,"AFRN  U","Afren plc"
11260,0,"BLAPRFN","Black Sea Property Fund(The)"
11261,0,"MEDBIS7","Medici Bioventures plc"
11262,0,"PHNXVC7","Phoenix VCT plc 'C'"
11263,0,"VENTVCJ","Ventus VCT plc"
11264,0,"ANTPZ Z","ANT plc"
11265,0,"GASLL L","Gasol plc"
11266,0,"AMATI P","Amati VCT plc"
11267,0,"CALGP O","Calyx Group plc"
11268,0,"GLAPACF","Gladstone Pacific Nickel Ltd"
11269,0,"HARBCAZ","Harbinger Capital plc"
11270,0,"ELEKS 8","Eleksen Group plc"
11271,0,"MARCITK","Mar City plc"
11272,0,"SHEDME6","Shed Media plc"
11273,2,"BMOPTL","BMO Commercial Property Trst"
11274,0,"OCTOECI","Octopus Eclipse VCT 2 plc"
11275,0,"BLATHOF","Blackthorn Resources Ltd"
11276,0,"ENORESF","Enola Resources plc"
11277,0,"ASPENC1","Aspen Clean Energy plc"
11278,0,"ENVGRPP","Environ Group (Investments)"
11279,0,"IBSPBLQ","IBS OPENSystems plc"
11280,0,"MECGR I","Mecom Group plc"
11281,0,"AVIHOLI","Avid Holdings plc"
11282,0,"CLYDP C","Clyde Process Solutions plc"
11283,0,"NEWCAVM","New Century AIM VCT plc"
11284,0,"DODMG L","Dori Media Group Ltd"
11285,0,"GLGSF 4","Global Structured Finance"
11286,0,"PLESO M","Plethora Solutions Holdings"
11287,0,"PROCN 6","Procarbon Ltd"
11288,0,"CADMIS","Cadence Minerals plc"
11289,0,"XTRRESE","Xtract Resources plc"
11290,0,"ROTAA R","Rotala plc"
11291,0,"BULLA M","Bullabulling Gold Limited"
11292,0,"INMINIF","Intl Mining & Infrastructure"
11293,0,"VEROP L","Verona Pharma plc"
11294,3,"PACAPIN","Palace Capital plc"
11295,0,"MANTPE9","Matra Petroleum plc"
11296,0,"FRSMTE","Frontier Smart Technologies"
11297,0,"MOBDOCQ","Mobile Doctors Group plc"
11298,0,"VIPERAF","Vipera plc"
11299,0,"SAGPROB","Sagittarius Professional Svs"
11300,0,"TAURSTP","Taurus Storage plc"
11301,0,"NININ Y","9999 plc"
11302,0,"ARCHVN5","Archimedia Ventures plc"
11303,0,"CARPR 5","Carpathian Resources Ltd"
11304,0,"BLANTE","Blancco Technology Group plc"
11305,0,"SOSAND","Sosandar plc"
11306,0,"IMPAHOE","Impact Holdings (UK) plc"
11307,0,"PRXIGPW","Proximagen Group plc"
11308,0,"REDLH P","Red Leopard Holdings plc"
11309,0,"VIQAZ O","Vividas Group plc"
11310,0,"CHARSTD","Charles Street Capital plc"
11311,0,"PANINT","Pantheon International 'Red'"
11312,0,"ALAIS O","Alternative Inv Strategies"
11313,0,"HUYPL M","Huy plc"
11314,0,"COXPP 0","Core VCT 1 plc"
11315,0,"EURJETT","European Business Jets plc"
11316,0,"ALBAMNT","Alba Mineral Resources plc"
11317,0,"EENEGR","eEnergy Group plc"
11318,0,"HARDDEE","Hardide plc"
11319,0,"TALRUSA","Talarius plc"
11320,0,"TELITC9","Telit Communications plc"
11321,0,"INGMSCY","Ingenious Music VCT plc"
11322,0,"DOWNPL*","Downing Planned Exit VCT 2"
11323,0,"LANRSSW","Landore Resources Ltd"
11324,0,"OMEGINJ","Omega Insurance Holdings"
11325,0,"PRODSS4","Prodesse Investment Ltd"
11326,0,"CONCO R","Concateno plc"
11327,0,"GODOV 1","GoIndustry DoveBid plc"
11328,0,"LEAIN A","Leadcom Integrated Solutions"
11329,0,"FDFDMGN","FDM Group"
11330,0,"GULFSNZ","Gulfsands Petroleum plc"
11331,0,"RAMBMMY","Rambler Metals & Mining plc"
11332,0,"GRVDIAR","Gravity Diamonds Ltd"
11333,0,"OCTOAVT","Octopus AIM VCT plc"
11334,0,"PLECTRX","Plectrum Petroleum"
11335,0,"UTEKB M","UTEK Corporation'Com Stk'"
11336,0,"UTEKB M","UTEK Corporation 'Reg S'"
11337,0,"VINHELV","Vindon Heathcare plc"
11338,0,"UNICOA4","Universal Coal plc"
11339,0,"DOWPLDH","Downing Planned Exit VCT 3"
11340,0,"CARDRS9","Cardinal Resources plc"
11341,0,"CHUMINE","Churchill Mining plc"
11342,0,"ORSSD F","Ormonde Mining plc"
11343,0,"PLATMGJ","Platinum Mining Corp India"
11344,0,"YOUGV L","YouGov plc"
11345,0,"MARCH 7","March Networks Corporation"
11346,0,"COPPRSV","Copper Resources Corporation"
11347,0,"GSHG  P","GSH Group plc"
11348,0,"TRAEM 8","Trading Emissions plc"
11349,0,"HALMAST","Hallin Marine Subsea Intnl"
11350,0,"INTFILR","Intandem Films plc"
11351,0,"SPCNT 0","Spectrum Interactive plc"
11352,0,"COALIN8","Coal International plc"
11353,2,"IGROUH8","IG Group Holdings"
11354,0,"PUCT  4","Puma VCT plc"
11355,0,"DRFLI A","Draganfly Investments Ltd"
11356,0,"INSPCOX","Inspicio plc"
11357,0,"DEXEQY7","Dexion Equity Alternative'C'"
11358,0,"CASSUPZ","Castle Support Services plc"
11359,0,"VISDFN9","Visual Defence Inc"
11360,0,"HIBCN 4","Hichens Harrison & Co"
11361,0,"RDFMDA9","RDF Media Group plc"
11362,0,"DISCOSQ","Discover Leisure plc"
11363,0,"ZONIP S","Zone-IP Ltd"
11364,0,"MAGINTF","Magnesium International Ltd"
11365,0,"ATALAY","Atalaya Mining plc"
11366,0,"BEOWMID","Beowulf Mining plc"
11367,2,"MICFOIQ","Micro Focus International"
11368,0,"CANPLCR","Cantono plc"
11369,0,"SERBMGS","Serabi Gold plc"
11370,0,"FOMZC R","Foseco plc"
11371,0,"MOTIVT5","Motive Television plc"
11372,0,"MTATC W","Metal-Tech Ltd"
11373,0,"ELIXIR2","Elixir Petroleum Ltd"
11374,0,"RENWBGY","Renewable Energy Generation"
11375,0,"WOGAB D","World Gaming plc"
11376,0,"INTEGPU","InterQuest Group plc"
11377,0,"WOINVS","Worsley Investors Ltd"
11378,0,"UBIQSOQ","Ubiquity Software Corpn"
11379,0,"BOBOR I","Borders & Southern Petroleum"
11380,0,"INCGD D","IncaGold plc"
11381,0,"COVENRL","Cove Energy plc"
11382,0,"TOLUM W","ToLuna plc"
11383,0,"INSCE T","Inspace plc"
11384,0,"POWLGUA","Powerleague Group plc"
11385,0,"PUNCHG3","Punch Graphix plc"
11386,0,"GLPUEXG","Global Oceanic Carriers Ltd"
11387,0,"RABSSTV","RAB Special Situations Co Ld"
11388,0,"TRISW 0","Tristel plc"
11389,0,"EDNINCY","Edinburgh New Income Trust"
11390,0,"FIREG 3","FireOne Group plc"
11391,0,"AGAGC Q","AgCert International plc"
11393,0,"ADADV H","Advent Capital (Holdings)"
11394,2,"ESHTIL1","Essentra plc"
11395,0,"EGSOLNV","EG Solutions plc"
11396,0,"POCAPGL","Power Capital Global Ltd"
11397,0,"SUNRREB","Sunrise Resources plc"
11398,0,"HAROI 9","Hardy Oil & Gas plc"
11399,0,"PUMVC *","Puma VCT II plc"
11400,0,"CALGI 8","Caliber Global Inv Ltd"
11401,0,"NOAMBKZ","North American Banks Fund Ld"
11402,0,"NOVERPI","Novera Energy plc"
11403,0,"RENER Y","Renova Energy plc"
11404,0,"ARCHGR5","Archial Group plc"
11405,0,"RAMBLRR","Rambler Media Ltd"
11406,0,"AXEHL 1","Axeon Holdings plc"
11407,0,"BIBIS 0","Billing Services Group Ltd"
11408,0,"LIVIGPC","Livermore Investments Group"
11409,0,"ENDAC H","Endace Ltd"
11410,0,"GRAOI S","Granby Oil & Gas plc"
11411,0,"PRPSK 2","ProStrakan Group"
11412,0,"CENGP 3","Centrom Group plc"
11413,0,"PROPZ G","Property Recycling Group"
11414,0,"MAMAY 1","Mapeley plc"
11415,0,"CHRMO Q","Chromogenex plc"
11416,0,"EBTMP C","EBTM plc"
11417,0,"FIWM  D","FishWorks plc"
11418,0,"INFRK R","Infoscreen Networks plc"
11419,0,"ONSPATP","1Spatial plc"
11420,0,"INMAT *","Inmarsat plc"
11421,0,"CANAGE2","Canaccord Genuity Group Inc"
11422,0,"LOANHL*","Loanmakers Holdings plc"
11423,0,"SPRLTDR","Spearhead Ltd"
11424,0,"GLOPA F","Global Health Partner plc"
11425,0,"PENIGOP","Peninsular Gold Ltd"
11426,0,"JAYWINX","Jaywing plc"
11427,0,"KEDIVVR","Keydata Income VCT 1"
11428,0,"KEDIV F","Keydata Income VCT 2"
11429,0,"PORTACM","Porta Communications plc"
11430,0,"PRQVA A","Providence Resources plc"
11431,0,"CAENSP","Caledonia Mining Corporation"
11432,0,"ORCCAPI","Orchid Capital Ltd"
11433,0,"SOROC Q","Southern Rock Films plc"
11434,0,"SYSCH S","System C Healthcare plc"
11435,0,"BWINP 3","bwin.party digital entertnmt"
11436,0,"EUCOP N","European Convergence Proprty"
11437,0,"CREFDSJ","Crescent Hydropolis Resorts"
11438,0,"LEEFO V","Lees Foods plc"
11439,0,"SOUNEN","Sound Energy plc"
11440,0,"THOMINK","Thor Mining plc"
11441,0,"EMMITP9","Emmit plc"
11442,0,"DEXIONF","Dexion Absolute 'C' GBP"
11443,0,"DEXIONF","Dexion Absolute Ltd EUR"
11444,0,"DEXIONF","Dexion Absolute Ltd USD"
11445,0,"TRIPVCV","Triple Point VCT plc"
11446,0,"BEDRO Y","Bedford Row VCT plc"
11447,0,"BANG  O","Bango plc"
11448,0,"ANPARIF","Anpario plc"
11449,3,"ECOUTL","Ecofin Global Utls & Infra"
11450,0,"OVOBIO","Ovoca Bio plc"
11451,0,"CLONTFR","Clontarf Energy plc"
11452,0,"PRMTH R","Promethean plc"
11453,0,"PHSC  9","PHSC plc"
11454,0,"POLFULJ","PolyFuel Inc"
11455,0,"BYOTRL9","Byotrol plc"
11456,0,"BANPETR","Bankers Petroleum Ltd"
11457,0,"ACTRISU","Active Risk Group plc"
11458,0,"AFRLIMG","AfriOre Ltd"
11459,0,"MULTAS5","MultiPower ASA"
11460,0,"SHANTA8","Shanta Gold Ltd"
11461,0,"TESSOFU","Tescom Software Systems Test"
11462,0,"CYBRVWQ","Cyberview Technology Inc"
11463,0,"WATLNGR","Waterline Group plc"
11464,0,"ORCDVPO","Orchid Developments Group Ld"
11465,0,"SATCOMZ","SatCom Group Holdings plc"
11466,0,"SHEPLC","Shell plc 'A'"
11467,0,"JARLWY*","Jarlway Holdings plc"
11468,0,"ASRECOX","Asset Realisation Company"
11469,0,"RHMZZZV","RHM plc"
11470,0,"OXONCAM","Oxonica plc"
11471,3,"UTEMGM","Utilico Emerging Markets Tr"
11472,0,"LANLTH7","Land of Leather Holdings plc"
11473,3,"STRAE Z","Strategic Equity Capital plc"
11474,0,"ATCOMCY","AT Communications Group"
11475,0,"ADMSPLJ","Adams plc"
11476,0,"ENOINCS","Enova Systems Inc"
11477,0,"ENOINCS","Enova Systems Inc'Reg S'"
11478,0,"EMPYE 3","Empyrean Energy plc"
11479,0,"LATIRET","Latitude Resources plc"
11480,0,"CLEAF C","Close European Accelerated"
11481,0,"INSFNDZ","Insight Foundation Prop'C'"
11482,0,"ARIARES","Ariana Resources plc"
11483,0,"INTMLYV","International Molybdenum plc"
11484,0,"SATDIAZ","Sanatana Diamonds Inc"
11485,0,"UBETWNT","ubet2win plc"
11486,2,"SCHOR Z","Schroder Oriental Income Fnd"
11487,0,"ANGMNGY","Anglo Asian Mining plc"
11488,0,"IGGENRP","IGas Energy plc"
11489,0,"RAVPG ","Raven Property Group Ltd"
11490,0,"REDRCRU","Red Rock Resources plc"
11491,0,"ANHYZZ4","Anglo & Overseas plc"
11492,0,"SCRTHNZ","Screen Technology Group plc"
11493,0,"SIRMIRU","Sirius Minerals plc"
11494,0,"ADWALKG","Adwalker plc"
11495,0,"FORUMEX","Forum Energy plc"
11496,0,"UMCFREP","UMC Energy Corporation"
11497,0,"ASCIH 3","Asian Citrus Holdings Ltd"
11498,0,"SIGMPL","SigmaRoc plc"
11499,0,"RADPJSO","Radicle Projects plc"
11500,0,"RESCHNU","Research Now plc"
11501,0,"PTARGML","Ptarmigan Property Ltd"
11502,0,"SALGPL","Sancus Lending Group Ltd"
11503,0,"URALSEP","Urals Energy Public Co Ltd"
11504,0,"GILATSV","Gilat Satcom Ltd"
11505,0,"ALPHSG3","Alpha Strategic plc"
11506,0,"ELYPROK","Ely Property Group plc"
11507,0,"RENEU P","ReNeuron Group plc"
11508,0,"ROHOP X","Rockhopper Exploration plc"
11509,0,"FCFPE U","F&C Private Equity Trust'C'"
11510,0,"FORMTCJ","F.T.S-Formula Telecom Solns"
11511,0,"AMION G","Amphion Innovations plc"
11512,0,"HSBEURV","HSBC European Absolute Stl H"
11513,0,"HSBEURV","HSBC European Absolute Euro"
11514,0,"SIERAU3","Sierra Rutile Ltd"
11515,0,"EASTPLR","Eastern Platinum Ltd"
11516,0,"IMPEGRS","Impellam Group plc"
11517,0,"KARDMDO","Karelian Diamond Resources"
11518,0,"VIVIM P","Vimio plc"
11519,0,"CLIWI D","Clipper Windpower plc 'RegS'"
11520,0,"STPCMN6","Steppe Cement Ltd"
11521,0,"SYMTEC7","Symphony Telecom Holdings"
11522,0,"CLIWI D","Clipper Windpower 'RegS Aff'"
11523,0,"IPSAGRV","IPSA Group plc"
11524,0,"SQSFT S","SQS Software Quality Systems"
11525,0,"VINTPL","Vintana plc"
11526,0,"CONCHAS","Concha plc"
11527,0,"GETGR E","GETECH Group plc"
11528,0,"TRTWO 1","32Red plc"
11529,0,"ASHROWN","Ashcourt Rowan plc"
11530,0,"IMATE 7","i-mate plc"
11531,0,"WHAME Q","WHAM Energy plc"
11532,0,"CDSOG 3","CDS Oil & Gas Group plc"
11533,0,"SOPRPT2","Sofia Property Fund Ltd"
11534,0,"PANTLSS","Pantheon Leisure plc"
11535,0,"SOVOILC","Sovereign Oilfield Group plc"
11536,0,"INFIEN","Infinity Energy S.A"
11537,2,"EIGHOLC","888 Holdings plc"
11538,0,"ASPHO 7","Ashton Penney Holdings"
11539,0,"CONZX X","Consolidated Communications"
11540,0,"INTFRRP","International Ferro Metals"
11541,0,"VERISPT","Veris plc"
11542,0,"MOOBB 8","Moydow Mines International"
11543,0,"INVTCPR","Investec Capital Accumulator"
11544,0,"GLOBSMO","Globe Specialty Metals Inc"
11545,0,"TRLZT R","Travelzest plc"
11546,2,"PETFAC3","Petrofac Limited"
11547,0,"ACTASPH","Acta S.p.A"
11548,0,"FAFGH E","Fairground Gaming Holdings"
11549,0,"DATONG0","Datong plc"
11550,0,"KAKAKAQ","Kaz Minerals plc"
11551,0,"NEPTMN3","Neptune Minerals plc"
11552,0,"BAUGMCX","Baronsmead VCT 3 'C'"
11553,0,"CARHLD0","CareTech Holdings plc"
11554,0,"DRIVGR2","Driver Group plc"
11555,0,"DICENTI","DIC Entertainment Hldgs Inc"
11556,0,"UNHT  I","Union Resources Ltd"
11557,0,"OCTOPUN","Octopus Eclipse VCT 3 plc"
11558,0,"OCTOPCM","Octopus Eclipse VCT 4 plc"
11559,0,"GALPGS9","Galapagos NV"
11560,0,"REAGRO","REACT Group plc"
11561,0,"ENGXXI4","Energy XXI (Bermuda) 'Reg S'"
11562,0,"BATMANO","Bateman Engineering N.V."
11563,0,"BESML 0","Beximco Pharmaceuticals Ltd"
11564,3,"PICTPR7","Picton Property Income Ltd"
11565,0,"ACCSYSM","Accsys Technologies plc"
11566,0,"LEYRESR","Leyshon Resources Ltd"
11567,0,"SPILSRS","SPI Lasers plc"
11568,0,"PRINITO","Principle Capital Inv Trust"
11569,0,"MAXPTRW","Max Petroleum plc"
11570,0,"CELOXIS","Celoxica Holdings plc"
11571,0,"SPCELBA","Spacelabs Healthcare Inc"
11572,0,"WOGEGBU","Wogen plc"
11573,0,"AFNATRJ","AfNat Resources Ltd"
11574,1,"HIKMA 4","Hikma Pharmaceuticals plc"
11575,0,"UKROPTL","Ukraine Opportunity Trust"
11576,0,"SRMACL","SRT Marine Systems plc"
11577,0,"ABCAM U","Abcam plc"
11578,0,"PHOGPHJ","Phoqus Pharmaceuticals plc"
11579,0,"GONDOL2","Gondola Holdings plc"
11580,0,"ALTIGRL","Altitude Group plc"
11581,0,"SYNEXUJ","Synexus Clinical Research pl"
11582,0,"NEWSTA1","New Star Asset Management Gp"
11583,0,"NEWCGPG","Newcourt Group plc"
11584,3,"STHREET","SThree plc"
11585,0,"IRFEUR1","IRF European Finance Invs"
11586,0,"ANZONE6","Anzon Energy Ltd"
11587,0,"MEDIOIB","Mediterranean Oil & Gas plc"
11588,0,"MEDVISI","Medic Vision Ltd"
11589,0,"XCELD B","Xceldiam Ltd"
11590,0,"ANGBIOE","Angel Biotechnology Holdings"
11591,0,"HEALLO5","Healthcare Locums plc"
11592,0,"INVESPH","INVESCO Perpetual Recov 2011"
11593,0,"IMIEM 2","Impax Environmental Mkts'C'"
11594,0,"DAVEN V","Davenham Group plc"
11595,0,"ELELOAW","Elephant Loans & Mortgages"
11596,0,"MATTWO0","Mattioli Woods plc"
11597,0,"BNSTELU","BNS Telecom Group plc"
11598,0,"GEMFLSU","Gemfields plc"
11599,0,"CHADAIB","Charalambides Dairies plc"
11600,0,"HANHLD0","Hansteen Holdings plc"
11601,0,"TRAKMEO","Trakm8 Holdings plc"
11602,0,"HARSERL","Hargreaves Services plc"
11603,0,"PLAOO X","Platinum Australia Ltd"
11604,0,"SKYAIRJ","Skywest Airlines Ltd"
11605,0,"ALPHPYD","Alpha Pyrenees Trust Ltd"
11606,0,"ACUVC 3","Acuity VCT 3 plc"
11607,0,"MORANT9","Morant Wright Japan Inc Tr"
11608,0,"COSENT1","Cosentino Signature Wines"
11609,0,"SEEIN 2","Seeing Machines Ltd"
11610,0,"GENOSIE","Genosis plc"
11611,0,"INDAGOG","Indago Petroleum Ltd"
11612,0,"AMIWATV","Amiad Water Systems Ltd"
11613,0,"WATGRO","Watchstone Group plc"
11614,0,"CHISH 6","China Shoto plc"
11615,0,"INTLMS8","Intl Marketing & Sales Grp"
11617,0,"MIPAPLP","Mi-Pay Group plc"
11618,0,"CYAMPC","CyanConnode Holding plc"
11619,0,"DOLCIN0","Dolphin Capital Investors"
11620,0,"ORSYSTU","Orpak Systems Ltd"
11621,0,"PLEXUSY","Plexus Holdings plc"
11622,0,"SECENPN","Serica Energy plc"
11624,3,"REAESX","Real Estate Credit Invstment"
11625,3,"BLACKN","BlackRock Energy & Resrs Inc"
11626,0,"AMZHLDN","AMZ Holdings plc"
11627,0,"ECHENP","Echo Energy plc"
11628,0,"AUGRPLR","Audioboom Group plc"
11629,0,"LOMMETO","Lombard Medical Technologies"
11630,0,"GREESET","Great Eastern Energy Corp"
11631,2,"BRITVCN","Britvic plc"
11632,0,"GLENWI","Glenwick plc"
11633,2,"LAHLDS1","Lancashire Holdings Ltd"
11634,0,"XXICEN7","XXI Century Investments"
11635,0,"ECOSCSQ","EcoSecurities Group"
11636,0,"ADVANS1","Advanced Smartcard Technolgs"
11637,0,"CALUCOJ","Carluccio's plc"
11638,0,"EABALPN","East Balkan Properties plc"
11639,0,"CLOUPLT","cloudBuy plc"
11640,0,"KIMBENM","Kimberly Enterprises N.V."
11641,0,"CARDMAN","CardioMag Imaging Inc"
11642,2,"DRGRP Q","Drax Group plc"
11643,0,"CATGRPN","Cartucho Group Ltd"
11644,0,"MCMING","MC Mining Ltd"
11645,0,"ADMEN ","ADM Energy plc"
11646,0,"UNIVI L","Univision Engineering Ltd"
11647,0,"ZIRA  X","Zirax plc"
11648,0,"LAPBBA0","Value Catalyst Fund Ltd(The)"
11649,0,"MINE  P","Minmet plc"
11650,0,"VIGITE7","Vigilant Technology Ltd"
11651,0,"GASTURB","Gas Turbine Efficiency plc"
11652,0,"MWBBUS9","MWB Business Exchange plc"
11653,0,"NETTWX*","Nettworx plc"
11654,0,"CHREES3","China Real Estate Opprts plc"
11655,0,"CMRFUEY","CMR Fuel Cells plc"
11656,0,"INGROWI","India Capital Growth Fund"
11657,0,"LONCAGV","London Capital Group Hldgs"
11658,3,"ABRAI ","abrdn Asian Income Fund Ltd"
11659,0,"THIRDA4","Third Advance Value Realstn"
11660,0,"DOWNIEY","Downing Income VCT plc"
11661,0,"OTTOMAX","Ottoman Fund Ltd (The)"
11662,0,"IRENERB","Irvine Energy plc"
11663,0,"RECOST0","Reconstruction Capital II Ld"
11664,0,"VENUESX","Venue Solutions Holdings plc"
11665,0,"NASTARH","Nasstar plc"
11666,0,"PENNSID","Pennine AIM VCT 6 plc"
11667,0,"RUSMINN","Rusina Mining NL"
11668,0,"REENER0","ReEnergy Group plc"
11669,0,"ALLHINA","Allied Healthcare Intl Inc"
11670,0,"NEXTGGG","NextGen Group plc"
11671,0,"APMZ  6","Appian Technology plc"
11672,0,"ORREPL","Oriole Resources plc"
11673,0,"WFCAAAC","WFCA plc"
11674,0,"ACAPITN","ACP Capital Ltd"
11675,0,"LITEBUE","Litebulb Group Ltd"
11676,0,"COYPP U","Core VCT II plc"
11677,0,"ASIGPR","Asian Growth Properties Ltd"
11678,0,"IMJACK5","imjack plc"
11679,0,"MATEVTV","Matrix Income & Growth VCT 3"
11680,0,"OCTSECZ","Octopus AIM VCT 2 plc"
11681,0,"OCTOIHX","Octopus IHT AIM VCT plc 'B'"
11682,0,"CLAIMR*","Claimar Care Group plc"
11683,0,"DWNGPN5","Downing Planned Exit VCT 4"
11684,0,"INTCY *","Intercytex Group plc"
11685,0,"XCOUNTU","XCounter AB"
11686,0,"BPMARSI","B P Marsh & Partners"
11687,0,"STROMAW","Strontium plc"
11688,0,"OPTOSPT","Optos plc"
11689,0,"CHARU S","Chariot (UK) plc"
11690,0,"BODSENE","Bodisen Biotech Inc"
11691,0,"CONSGM1","Consolidated General Minerls"
11692,0,"SOLGOLU","SolGold plc"
11693,0,"DWNGP E","Downing Planned Exit VCT 5"
11694,2,"QINGROJ","QinetiQ Group plc"
11695,0,"CAGNE K","Cagney plc"
11696,0,"ARPIALD","Armadale Capital plc"
11697,0,"EQUAB G","Equatorial Biofuels plc"
11698,0,"ADTEGP","AdEPT Technology Group plc"
11699,0,"MOBSTAE","Mobile Streams plc"
11700,0,"PESSC 0","Personal Screening plc"
11701,0,"EXCAPS4","Excapsa Software Inc"
11702,0,"OILEXLK","Oilex Ltd"
11703,0,"QUECPC0","Quest Capital Corp"
11704,0,"CLKHILW","Clarkson Hill Group (The)"
11705,0,"INGMUTV","Ingenious Music VCT 2 plc"
11706,0,"ALBTECH","Albion Technology&Gen VCT'C'"
11707,0,"UNIAMBI","Unicorn AIM VCT II plc 'C'"
11708,0,"NOPHC T","Northern Venture Trust 'C'"
11709,0,"KEYAIME","Keydata AIM VCT plc 'C'"
11710,0,"PRPVM I","ProVen Growth&Income VCT 'C'"
11711,0,"MATEVEO","Matrix Income&Grwth 2 VCT'C'"
11712,0,"TRIPVCV","Triple Point VCT 'C'"
11713,0,"BLUAIM8","Bluehone AiM VCT2 plc 'C'"
11714,0,"NEPCALH","Neptune-Calculus I&G VCT 'C'"
11715,0,"ABGOPV9","Aberdeen Growth Opps VCT 'C'"
11716,0,"ELITEL9","Elitel Telecom S.p.A"
11717,0,"ECOINT4","Econergy International plc"
11718,0,"MARWVIE","Marwyn Value Investors Ltd"
11719,0,"ONSERVP","OneSource Services Inc"
11720,0,"ATLAESX","Atlas Estates Ltd"
11721,0,"AGITHEA","AGI Therapeutics plc"
11722,0,"BALTCPZ","Baltimore Capital plc"
11723,0,"PHIGRP2","Phynova Group plc"
11724,0,"CLSEHG4","Close High Income Props'D'"
11725,0,"MIDINGB","Midas Income & Growth Tr 'C'"
11726,0,"CLNARPB","Clean Air Power Ltd"
11727,0,"INCGRP","Ince Group (The) plc"
11728,0,"ARTKINL","Arthro Kinetics plc"
11729,0,"CERFLC5","Ceramic Fuel Cells Ltd"
11730,0,"ACMHLD2","ACMH Ltd"
11731,0,"BETXG R","Betex Group plc"
11732,0,"CARLTO8","Carlton Resources plc"
11733,0,"SINOFTG","Sinosoft Technology plc"
11734,0,"COHORTG","Cohort plc"
11735,0,"TETEFI3","Tern plc"
11736,0,"ACCUMLP","Accumuli plc"
11737,0,"GOLFRSK","Gold Frost Ltd"
11738,0,"OVUMZ W","Ovum plc"
11739,0,"BARVCTC","Baronsmead VCT 5 plc"
11740,0,"BAUGMDV","Baronsmead VCT 4 'C'"
11741,0,"AMINAR6","Amur Minerals Corporation"
11742,0,"SEINLT","Seed Innovations Ltd"
11743,0,"INTLCO9","Intnl Consolidated Minerals"
11744,1,"RIGHTMB","Rightmove plc"
11745,0,"SCOWG G","Scott Wilson Group plc"
11746,0,"LEGACYA","Legacy Distribution Group"
11747,0,"MTIWI H","MTI Wireless Edge Ltd"
11748,0,"PUMURG1","Puma Brandenburg Ltd"
11749,0,"BETCP V","Betcorp Ltd"
11750,0,"INVOCA8","Invocas Group plc"
11751,0,"NEWMEDX","New Media Lottery Services"
11752,0,"SPEYDEP","Speymill Deutsche Immobilien"
11753,0,"AQBNT 8","AquaBounty Technologies RegS"
11754,0,"INSENE1","Inspirit Energy Holdings plc"
11755,0,"PLAPAY2","Planet Payment Inc'Res'"
11756,0,"SERCEL0","Servocell Group plc"
11757,0,"OCTSECZ","Octopus Second AIM VCT 'C'"
11758,0,"OCTSECZ","Octopus Second AIM VCT 'D'"
11759,0,"COREVCI","Core VCT plc"
11760,0,"VENTW 3","Ventus 2 VCT plc"
11761,0,"VENTS F","Ventus 3 VCT plc"
11762,0,"PLAPAY2","Planet Payment Inc'Unres'"
11763,0,"KALMI M","Kalahari Minerals plc"
11764,0,"PAROS N","ParOS plc"
11765,0,"SANIVE5","Sandvine Corporation"
11766,0,"VINLANJ","VinaLand Ltd"
11767,0,"FINDREC","Finders Resources Ltd"
11768,0,"EAEUR 8","Eastern European Propty Fund"
11769,0,"MLPROA","M&L Property & Assets plc"
11770,0,"GUNSPL","Gunsynd plc"
11771,0,"AURRUSW","Aurora Russia Ltd"
11772,0,"LITCMP1","Litcomp plc"
11773,0,"MOTGDM9","Moto Goldmines Ltd"
11774,0,"TEJORIO","Tejoori Ltd"
11775,0,"VETCO X","Venteco plc"
11776,0,"DEXICOC","Dexion Commodities Ltd 'GBP'"
11777,0,"DEXICOC","Dexion Commodities Ltd 'EUR'"
11778,0,"DEXICOC","Dexion Commodities Ltd 'USD'"
11779,0,"NOIDA U","Noida Toll Bridge Company"
11780,0,"OTWE  0","O Twelve Estates Ltd"
11781,0,"WESOR W","Western & Oriental plc"
11782,0,"CREPLC","Crestchic plc"
11783,2,"PLAYMEZ","Playtech Ltd"
11784,0,"BLEMEUJ","BlackRock Emerging Europe"
11785,0,"PSOLVE9","Psolve Alternatives PCC Ltd"
11786,2,"HICLIF","HICL Infrastructure plc"
11787,0,"CHRYS S","Chrysalis VCT plc 'E'"
11788,0,"BULANDC","Bulgarian Land Development"
11789,0,"CASOX M","Cashbox plc"
11790,0,"MORSON2","Morson Group plc"
11791,0,"PEACHL1","Peach Holdings Inc"
11792,0,"GALGLDW","Galantas Gold Corporation"
11793,0,"CHRLMG5","Charlemagne Capital Ltd"
11794,0,"LUDORU7","Ludorum plc"
11795,0,"NORLYNV","Northern Lynx plc"
11796,0,"PINEVED","Pine Ventures plc"
